airport_icao,le_ident,he_ident,length_ft,length_m,width_ft,width_m,surface,lighted,closed,le_latitude,le_longitude,le_elevation_ft,le_heading_deg,le_displaced_threshold_ft,le_displaced_threshold_m,he_latitude,he_longitude,he_elevation_ft,he_heading_deg,he_displaced_threshold_ft,he_displaced_threshold_m,centerline_bearing_deg
SSA4,11,29,4265,1300,66,20.1,earth,false,false,,,,,0,0,,,,,0,0,
SSA6,06,24,3284,1001,59,18,earth,false,false,,,,,0,0,,,,,0,0,
SSA7,10,28,3933,1198.8,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSA8,08,26,3905,1190.2,75,22.9,gvl,false,false,,,,,0,0,,,,,0,0,
SSA9,13,31,3937,1200,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSAA,H1,,64,19.5,64,19.5,concrete,false,false,,,,,0,0,,,,,0,0,
SSAB,5,23,3937,1200,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSAD,11,29,5906,1800.1,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSAE,6,24,3281,1000,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSAF,15,33,3281,1000,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSAG,10,28,2953,900.1,66,20.1,gre,false,false,,,,,0,0,,,,,0,0,
SSAK,14,32,2461,750.1,197,60,grs,false,false,,,,,0,0,,,,,0,0,
SSAK,4,22,2625,800.1,197,60,grs,false,false,,,,,0,0,,,,,0,0,
SSAN,09,27,3281,1000,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSAP,10,28,4593,1399.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSAQ,15,33,3543,1079.9,115,35.1,grs,false,false,,,,,0,0,,,,,0,0,
SSAQ,17,35,3084,940,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSAR,17,35,2297,700.1,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSAU,14,32,2133,650.1,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSAV,18,36,3281,1000,98,29.9,gvl,false,false,,,,,0,0,,,,,0,0,
SSAY,5,23,3281,1000,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSAZ,5,23,79,24.1,79,24.1,concrete,false,false,,,,,0,0,,,,,0,0,
SSB2,10,28,3609,1100,59,18,earth,false,false,,,,,0,0,,,,,0,0,
SSB3,13,31,2784,848.6,59,18,gvl,false,false,,,,,0,0,,,,,0,0,
SSB6,06,24,2626,800.4,59,18,earth,false,false,,,,,0,0,,,,,0,0,
SSB7,05,23,3281,1000,59,18,earth,false,false,,,,,0,0,,,,,0,0,
SSB8,02,20,2953,900.1,59,18,gvl,false,false,,,,,0,0,,,,,0,0,
SSB9,13,21,3938,1200.3,59,18,gvl,false,false,,,,,0,0,,,,,0,0,
SSBC,11,29,3937,1200,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSBF,7,25,3281,1000,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSBG,13,31,3281,1000,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSBK,1,19,3707,1129.9,131,39.9,grs,false,false,,,,,0,0,,,,,0,0,
SSBL,19,01,3543,1079.9,98,29.9,asphalt,false,false,-26.827156,-49.094691,48,167,555,169.2,-26.836483,-49.09236,60,347,555,169.2,167.4
SSBN,9,27,3618,1102.8,75,22.9,asphalt,true,false,-30.190461,-51.187211,14,71,0,0,-30.187273,-51.176368,15,251,525,160,71.2
SSBP,30,,59,18,59,18,concrete,true,false,,,,,0,0,,,,,0,0,
SSBQ,15,33,2369,722.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSBR,16,34,4265,1300,328,100,asphalt,false,false,,,,,0,0,,,,,0,0,
SSBT,1,19,3281,1000,59,18,earth,false,false,,,,,656,199.9,,,,,0,0,
SSBU,18,36,2953,900.1,59,18,earth,false,false,,,,,0,0,,,,,0,0,
SSBV,3,21,4265,1300,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSBW,8,26,1804,549.9,131,39.9,grs,false,false,,,,,0,0,,,,,0,0,
SSBX,13,31,2461,750.1,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSBY,18,36,4593,1399.9,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSC3,16,34,2299,700.7,59,18,piçarra,false,false,,,,,0,0,,,,,0,0,
SSC7,09,27,2953,900.1,66,20.1,earth,false,false,,,,,0,0,,,,,0,0,
SSC8,18,36,2796,852.2,66,20.1,earth,false,false,,,,,0,0,,,,,0,0,
SSC9,11,29,3925,1196.3,66,20.1,gvl,false,false,,,,,0,0,,,,,0,0,
SSCA,8,26,3937,1200,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSCB,12,30,2789,850.1,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCD,5,23,6562,2000.1,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCE,1,19,2100,640.1,164,50,grs,false,false,,,,,0,0,,,,,0,0,
SSCE,15,27,1969,600.2,164,50,grs,false,false,,,,,0,0,,,,,0,0,
SSCE,9,27,1870,570,164,50,grass,false,false,,,,,0,0,,,,,0,0,
SSCF,12,30,2953,900.1,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSCH,9,27,3609,1100,75,22.9,gre,false,false,,,,,0,0,,,,,0,0,
SSCI,2,20,4265,1300,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCJ,01,19,2625,800.1,59,18,gvl,false,false,,,,,0,0,,,,,0,0,
SSCK,14,32,4856,1480.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCL,13,31,2953,900.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCM,03,21,3937,1200,75,22.9,asphalt,false,false,,,,,0,0,,,,,984,299.9,
SSCN,06,24,4134,1260,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCO,3,21,2625,800.1,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSCP,6,24,4593,1399.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCQ,02,20,4921,1499.9,98,29.9,asphalt,true,false,,,,,0,0,,,,,0,0,
SSCR,1,19,4593,1399.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCT,4,22,3937,1200,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCU,6,24,2953,900.1,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSCW,4,22,3281,1000,82,25,grs,false,false,,,,,0,0,,,,,0,0,
SSCX,17,35,3281,1000,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSCY,2,28,59,18,59,18,concrete,true,false,,,,,0,0,,,,,0,0,
SSD1,15,,69,21,69,21,grs,true,false,,,,,0,0,,,,,0,0,
SSD2,17,,69,21,69,21,grs,false,false,,,,,0,0,,,,,0,0,
SSDA,H1,,,,,,unknown,false,false,,,,,0,0,,,,,0,0,
SSDD,H1,H1,89,27.1,89,27.1,concrete,false,false,,,,,0,0,,,,,0,0,
SSDG,16,34,3281,1000,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSDI,16,34,2953,900.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSDK,11,29,4200,1280.2,75,22.9,concrete,false,false,,,,,0,0,,,,,0,0,
SSDL,14,32,3281,1000,69,21,piçarra,false,false,,,,,0,0,,,,,0,0,
SSDP,16,34,3937,1200,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSDQ,05,23,2297,700.1,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSDT,13,31,3281,1000,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSDV,01,19,3609,1100,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSDW,17,35,3609,1100,59,18,gvl,false,false,,,,,0,0,,,,,0,0,
SSDX,17,35,1969,600.2,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSEB,13,31,3904,1189.9,98,29.9,gvl,false,false,,,,,0,0,,,,,0,0,
SSEC,27,36,59,18,59,18,concrete,false,false,,,,,0,0,,,,,0,0,
SSED,07,25,2717,828.1,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSEE,6,24,1870,570,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSEF,2,20,1969,600.2,66,20.1,ter,false,false,,,,,0,0,,,,,0,0,
SSEJ,17,35,59,18,59,18,concrete,false,false,,,,,0,0,,,,,0,0,
SSEK,6,24,2625,800.1,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSEN,9,23,66,20.1,66,20.1,concrete,false,false,,,,,0,0,,,,,0,0,
SSEO,16,34,3281,1000,164,50,gre,false,false,,,,,0,0,,,,,0,0,
SSEP,14,32,3740,1140,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSEQ,18,36,2953,900.1,151,46,grs,false,false,,,,,0,0,,,,,0,0,
SSER,14,32,4199,1279.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSEU,03,21,2953,900.1,59,18,gvl,false,false,,,,,0,0,,,,,0,0,
SSEV,07,25,1969,600.2,115,35.1,grs,false,false,,,,,0,0,,,,,0,0,
SSEW,15,33,2625,800.1,59,18,grass,false,false,,,,,0,0,,,,,0,0,
SSEX,04,22,3117,950.1,85,25.9,gvl,false,false,,,,,0,0,,,,,0,0,
SSEZ,7,25,2339,712.9,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSFA,07,25,4921,1499.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSFB,7,25,4331,1320.1,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSFD,4,22,3937,1200,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSFE,02,20,3100,944.9,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSFG,6,24,3937,1200,75,22.9,gre,false,false,,,,,0,0,,,,,0,0,
SSFH,1,19,2297,700.1,49,14.9,ter,false,false,,,,,0,0,,,,,0,0,
SSFJ,04,22,2789,850.1,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSFK,4,22,3346,1019.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSFL,11,29,4921,1499.9,82,25,asphalt,false,false,,,,,0,0,,,,,0,0,
SSFO,3,21,2625,800.1,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSFR,6,24,5643,1720,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSFX,11,29,2461,750.1,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSFY,1,10,85,25.9,85,25.9,concrete,false,false,,,,,0,0,,,,,0,0,
SSGA,15,33,3937,1200,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSGB,02,20,3281,1000,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSGE,07,25,3340,1018,66,20.1,gre,false,false,,,,,0,0,,,,,0,0,
SSGF,2,20,3445,1050,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSGH,11,29,3445,1050,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSGJ,10,28,3117,950.1,66,20.1,gre,false,false,,,,,0,0,,,,,0,0,
SSGL,5,23,2756,840,66,20.1,ter,false,false,,,,,0,0,,,,,0,0,
SSGM,9,27,2625,800.1,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSGN,18,36,3281,1000,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSGO,16,34,3921,1195.1,75,22.9,gvl,true,false,,,,,0,0,,,,,0,0,
SSGP,10,28,1936,590.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSGT,14,32,2953,900.1,82,25,gre,false,false,,,,,0,0,,,,,0,0,
SSGU,6,24,2690,819.9,131,39.9,grs,false,false,,,,,0,0,,,,,0,0,
SSGV,1,H1,59,18,59,18,concrete,true,false,,,,,0,0,,,,,0,0,
SSGW,05,23,3278,999.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSGX,1,19,2953,900.1,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSGY,08,26,4265,1300,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSGZ,4,22,3281,1000,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSHA,6,24,3937,1200,131,39.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSHD,12,30,2493,759.9,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSHE,15,33,5249,1599.9,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSHG,14,32,3937,1200,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSHH,12,32,59,18,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSHK,6,24,4429,1350,66,20.1,gre,false,false,,,,,0,0,,,,,0,0,
SSHL,9,27,2625,800.1,75,22.9,gre,false,false,,,,,0,0,,,,,0,0,
SSHM,9,27,59,18,59,18,concrete,false,false,,,,,0,0,,,,,0,0,
SSHN,10,28,3281,1000,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSHR,16,35,59,18,59,18,concrete,false,false,,,,,0,0,,,,,0,0,
SSHS,1,10,59,18,59,18,concrete,false,false,,,,,0,0,,,,,0,0,
SSHT,14,32,3937,1200,59,18,grass,false,false,,,,,0,0,,,,,0,0,
SSHU,12,30,2297,700.1,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSHV,11,29,3773,1150,98,29.9,earth,false,false,,,,,0,0,,,,,0,0,
SSHX,18,36,4167,1270.1,59,18,asphalt,false,false,-23.91966,-55.3013,,161,870,265.2,-23.92654,-55.2987,,241,630,192,160.9
SSHZ,15,33,3445,1050,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSIC,1,19,2461,750.1,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSIE,6,24,4921,1499.9,98,29.9,gvl,false,false,,,,,0,0,,,,,0,0,
SSIF,17,35,4265,1300,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSIH,8,26,3281,1000,131,39.9,gre,false,false,,,,,0,0,,,,,0,0,
SSIJ,18,36,4200,1280.2,70,21.3,asphalt,false,false,-28.363302,-53.848397,1163,162,0,0,-28.374066,-53.844491,1188,342,0,0,162.3
SSIP,2,20,2953,900.1,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSIQ,15,33,3169,965.9,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSIR,9,27,2493,759.9,82,25,gre,false,false,,,,,0,0,,,,,0,0,
SSIS,18,36,3281,1000,79,24.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSIT,18,27,66,20.1,66,20.1,concrete,false,false,,,,,0,0,,,,,0,0,
SSIU,11,29,1969,600.2,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSIW,1,19,1640,499.9,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSIX,01,19,3281,1000,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSIZ,17,,62,18.9,62,18.9,concrete,false,false,,,,,0,0,,,,,0,0,
SSJA,15,33,4396,1339.9,99,30.2,asphalt,true,false,,,,128,148,45.1,,,,308,148,45.1,
SSJB,03,21,3610,1100.3,66,20.1,earth,false,false,,,,,0,0,,,,,0,0,
SSJC,6,24,2297,700.1,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSJF,23,32,82,25,82,25,concrete,false,false,,,,,0,0,,,,,0,0,
SSJG,2,20,2297,700.1,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSJH,8,26,3510,1069.8,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSJI,18,36,3117,950.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSJJ,4,22,2559,780,75,22.9,gre,false,false,,,,,0,0,,,,,0,0,
SSJK,11,29,3904,1189.9,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSJM,5,23,4921,1499.9,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSJO,2,20,2165,659.9,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSJP,7,25,1969,600.2,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSJQ,11,29,4265,1300,82,25,ter,false,false,,,,,0,0,,,,,0,0,
SSJS,13,26,72,21.9,72,21.9,concrete,false,false,,,,,0,0,,,,,0,0,
SSJV,2,20,2165,659.9,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSJW,14,32,2461,750.1,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSJX,16,34,2953,900.1,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSJY,3,21,2165,659.9,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSJZ,1,19,2822,860.1,131,39.9,grs,false,false,,,,,0,0,,,,,0,0,
SSKA,1,19,1969,600.2,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSKB,15,33,2461,750.1,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSKC,13,31,1969,600.2,59,18,gre,false,false,,,,,0,0,,,,,0,0,
SSKE,2,20,2461,750.1,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSKF,18,36,3281,1000,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSKG,6,24,3609,1100,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSKH,8,26,2625,800.1,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSKI,11,29,2953,900.1,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSKK,8,26,2297,700.1,89,27.1,grs,false,false,,,,,0,0,,,,,0,0,
SSKM,02,20,4495,1370.1,98,29.9,asphalt,true,false,,,,,0,0,,,,,0,0,
SSKP,2,20,2533,772.1,62,18.9,gre,false,false,,,,,0,0,,,,,0,0,
SSKQ,3,21,3281,1000,115,35.1,gravel,false,false,,,,,0,0,,,,,0,0,
SSKR,6,24,2953,900.1,62,18.9,ter,false,false,,,,,0,0,,,,,0,0,
SSKS,12,30,3346,1019.9,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSKT,03,21,3910,1191.8,55,16.8,asphalt,true,false,-27.61727,-48.674347,19,10,778,237.1,-27.606706,-48.672257,21,190,244,74.4,9.9
SSKU,10,28,3281,1000,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSKW,15,35,6890,2100.1,148,45.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSKX,17,35,3773,1150,82,25,grass,false,false,,,,,0,0,,,,,0,0,
SSKY,15,33,3937,1200,66,20.1,gravel,false,false,,,,,0,0,,,,,0,0,
SSKZ,11,29,5118,1560,98,29.9,asphalt,false,false,-28.3207264,-52.824192,,,0,0,-28.3228703,-52.8083916,,,0,0,98.8
SSLB,7,25,1837,559.9,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSLD,2,20,2625,800.1,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSLE,H1,H1,79,24.1,79,24.1,concrete,false,false,,,,,0,0,,,,,0,0,
SSLG,6,24,3937,1200,197,60,gre,false,false,,,,,0,0,,,,,0,0,
SSLH,H1,H1,69,21,69,21,concrete,false,false,,,,,0,0,,,,,0,0,
SSLL,17,35,2625,800.1,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSLN,7,25,3609,1100,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSLO,5,23,3609,1100,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSLP,1,19,3281,1000,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSLQ,16,34,3281,1000,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSLR,2,20,2133,650.1,66,20.1,gre,false,false,,,,,0,0,,,,,0,0,
SSLT,15,33,3937,1200,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSLU,17,35,2297,700.1,115,35.1,grs,false,false,,,,,0,0,,,,,0,0,
SSLX,2,20,3281,1000,82,25,grs,false,false,,,,,0,0,,,,,0,0,
SSLY,17,26,59,18,59,18,concrete,false,false,,,,,0,0,,,,,0,0,
SSMC,16,34,2953,900.1,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSME,2,20,3281,1000,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSMG,13,,69,21,69,21,concrete,false,false,,,,,0,0,,,,,0,0,
SSMH,16,34,1969,600.2,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSMJ,1,19,2625,800.1,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSMK,9,27,1312,399.9,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSMP,6,24,2297,700.1,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSMQ,2,30,66,20.1,66,20.1,concrete,false,false,,,,,0,0,,,,,0,0,
SSMR,17,35,3937,1200,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSMT,5,23,3199,975.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSMU,19,,59,18,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSMV,16,34,2592,790,59,18,ter,false,false,,,,,0,0,,,,,0,0,
SSMW,1,19,1969,600.2,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSMX,12,30,2116,645,59,18,ter,false,false,,,,,0,0,,,,,0,0,
SSMY,2,20,3281,1000,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSMZ,16,34,3937,1200,66,20.1,gravel,false,false,,,,,0,0,,,,,0,0,
SSNA,6,24,3609,1100,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSNB,10,28,4586,1397.8,75,22.9,asphalt,false,false,,,,,656,199.9,,,,,0,0,
SSND,1,19,4593,1399.9,66,20.1,gravel,false,false,,,,,0,0,,,,,0,0,
SSNF,17,35,2165,659.9,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSNG,13,31,3018,919.9,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSNH,2,20,3937,1200,262,79.9,gre,false,false,,,,,0,0,,,,,0,0,
SSNI,3,21,3281,1000,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSNJ,16,34,3615,1101.9,164,50,grass,false,false,,,,,0,0,,,,,0,0,
SSNK,3,21,3445,1050,72,21.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSNM,02,20,3937,1200,59,18,gvl,false,false,,,962,4,0,0,,,1005,184,0,0,
SSNP,13,31,3281,1000,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSNQ,18,36,3937,1200,131,39.9,grs,false,false,,,,,0,0,,,,,0,0,
SSNR,18,36,3281,1000,98,29.9,grs,false,false,,,,,0,0,,,,,0,0,
SSNS,13,31,4921,1499.9,98,29.9,gvl,false,false,,,,,0,0,,,,,0,0,
SSNU,11,29,2953,900.1,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSNV,3,21,1804,549.9,66,20.1,grs,false,false,,,,,0,0,,,,,0,0,
SSNW,13,31,4593,1399.9,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSNX,7,19,69,21,69,21,concrete,false,false,,,,,0,0,,,,,0,0,
SSNY,4,22,3937,1200,66,20.1,grass,false,false,,,,,0,0,,,,,0,0,
SSOA,4,22,66,20.1,66,20.1,concrete,false,false,,,,,0,0,,,,,0,0,
SSOD,14,32,3215,979.9,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSOE,17,35,4134,1260,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSOG,15,33,3937,1200,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSOI,15,33,3822,1164.9,82,25,gre,false,false,,,,,0,0,,,,,0,0,
SSOJ,9,27,2953,900.1,98,29.9,grass,false,false,,,,,0,0,,,,,0,0,
SSOK,11,29,3084,940,59,18,asphalt,true,false,-23.214616,-51.189558,1920,89,625,190.5,-23.214562,-51.179482,1921,251,123,37.5,89.7
SSOL,5,23,4921,1499.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSON,11,29,2297,700.1,82,25,grs,false,false,,,,,0,0,,,,,0,0,
SSOQ,9,27,3150,960.1,197,60,grs,false,false,,,,,0,0,,,,,0,0,
SSOR,15,33,1969,600.2,59,18,grs,false,false,,,,,0,0,,,,,0,0,
SSOS,11,29,3117,950.1,82,25,sand,false,false,,,,,0,0,,,,,0,0,
SSOT,1,19,5577,1699.9,75,22.9,gre,false,false,,,,,0,0,,,,,0,0,
SSOU,18,36,4593,1399.9,98,29.9,gre,false,false,,,,,0,0,,,,,0,0,
SSOY,8,26,2625,800.1,59,18,gravel,false,false,,,,,0,0,,,,,0,0,
SSOZ,27,,62,18.9,62,18.9,concrete,false,false,,,,,0,0,,,,,0,0,
SSPA,09,27,3694,1125.9,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPC,8,26,4593,1399.9,98,29.9,gravel,false,false,,,,,0,0,,,,,0,0,
SSPD,8,26,3937,1200,66,20.1,gravel,false,false,,,,,0,0,,,,,0,0,
SSPE,8,26,3281,1000,66,20.1,gravel,false,false,,,,,0,0,,,,,0,0,
SSPG,6,24,4774,1455.1,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPI,12,30,4921,1499.9,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPL,5,23,3281,1000,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPM,18,36,4265,1300,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPN,14,32,4331,1320.1,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPO,4,22,2428,740.1,66,20.1,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPQ,17,35,3609,1100,75,22.9,grs,false,false,,,,,0,0,,,,,0,0,
SSPR,01,19,2953,900.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPS,2,20,3609,1100,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPT,3,21,3937,1200,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPV,16,34,3937,1200,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPX,2,20,2953,900.1,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSPY,1,19,2953,900.1,98,29.9,arg,false,false,,,,,0,0,,,,,0,0,
SSQA,16,34,3937,1200,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSQB,13,31,2953,900.1,59,18,asphalt,false,false,,,,,0,0,,,,,0,0,
SSQC,10,28,3937,1200,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSQD,21,30,69,21,69,21,grs,false,false,,,,,0,0,,,,,0,0,
SSQE,7,16,59,18,59,18,concrete,false,false,,,,,0,0,,,,,0,0,
SSQF,12,30,3281,1000,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSQH,26,,69,21,69,21,concrete,false,false,,,,,0,0,,,,,0,0,
SSQI,10,28,2756,840,66,20.1,gravel,false,false,,,,,0,0,,,,,0,0,
SSQJ,25,,59,18,59,18,met,false,false,,,,,0,0,,,,,0,0,
SSQP,17,35,3281,1000,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSQR,09,27,3281,1000,66,20.1,ter,false,false,,,,,0,0,,,,,0,0,
SSQS,09,27,5249,1599.9,82,25,asphalt,false,false,,,,,0,0,,,,,0,0,
SSQT,05,23,4659,1420.1,98,29.9,asphalt,false,false,,,,,0,0,,,,,0,0,
SSQU,10,28,1969,600.2,59,18,gre,false,false,,,,,0,0,,,,,0,0,
