airport_icao,le_ident,he_ident,length_ft,length_m,width_ft,width_m,surface,lighted,closed,le_latitude,le_longitude,le_elevation_ft,le_heading_deg,le_displaced_threshold_ft,le_displaced_threshold_m,he_latitude,he_longitude,he_elevation_ft,he_heading_deg,he_displaced_threshold_ft,he_displaced_threshold_m,centerline_bearing_deg
56WA,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
56WI,09,27,1490,454.2,80,24.4,turf,false,false,44.7733994,-89.5985031,,94.3,600,182.9,44.7731018,-89.5927963,,323,300,91.4,94.2
56WV,13,31,2000,609.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
56XA,H1,,45,13.7,45,13.7,concrete,false,false,,,,,0,0,,,,,0,0,
57A,NE,SW,6000,1828.8,400,121.9,water,false,false,,,,,0,0,,,,,0,0,
57AL,15,33,1400,426.7,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
57AZ,01,19,4670,1423.4,44,13.4,asphalt,true,false,32.4421997,-111.0080032,,21.9,100,30.5,32.4510994,-110.9980011,,265,0,0,43.5
57AZ,HI,,44,13.4,44,13.4,asphalt,false,false,,,,,0,0,,,,,0,0,
57B,01,19,2400,731.5,50,15.2,asphalt,false,false,44.2991982,-68.9095993,71,,250,76.2,44.3056984,-68.9115982,88,271,491,149.7,347.6
57CL,07,25,2290,698,50,15.2,dirt,true,false,,,,,0,0,,,,281.6,0,0,
57CL,14,32,1900,579.1,45,13.7,dirt,false,false,,,2450,,0,0,,,,278,0,0,
57CL,17,35,2400,731.5,40,12.2,dirt,false,false,,,,,0,0,,,,,0,0,
57CN,12,30,2100,640.1,30,9.1,asphalt,false,false,,,,,0,0,,,,,0,0,
57D,09,27,2500,762,60,18.3,asphalt,true,false,42.7378998,-82.8962021,632,,0,0,42.7378998,-82.8869019,632,254.2,210,64,90
57D,18,36,2187,666.6,123,37.5,asphalt,false,false,42.7402992,-82.8889008,632,,140,42.7,42.7342987,-82.8889008,632,257.8,0,0,180
57FA,09W,27W,5280,1609.3,5280,1609.3,water,false,false,,,,,0,0,,,,,0,0,
57FA,17,35,5100,1554.5,60,18.3,asphalt,true,false,28.2155991,-81.1207962,,170,0,0,28.2017002,-81.1177979,,269,0,0,169.2
57FA,18W,36W,13300,4053.8,5280,1609.3,water,false,false,,,,,0,0,,,,,0,0,
57GA,18,36,3100,944.9,30,9.1,asphalt,false,false,34.8674011,-84.3937988,,180,0,0,34.8588982,-84.3937988,,0,0,0,180
57II,E,W,1800,548.6,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
57IN,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
57IS,E,W,1600,487.7,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
57KS,15,33,2583,787.3,75,22.9,turf,false,false,39.3179207,-95.9961395,1135,,0,0,39.3121719,-95.990799,1080,,0,0,144.3
57KY,04,22,3000,914.4,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
57LA,H1,,40,12.2,40,12.2,turf,false,false,,,,,0,0,,,,273,0,0,
57LS,18,36,1800,548.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
57MD,18W,36W,5370,1636.8,2300,701,water,false,false,,,,,0,0,,,,,0,0,
57ME,14,32,950,289.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
57ME,18W,36W,3000,914.4,1000,304.8,water,false,false,,,,,0,0,,,,,0,0,
57MN,E,W,14000,4267.2,100,30.5,water,false,false,,,,,0,0,,,,,0,0,
57MN,NE,SW,5200,1585,100,30.5,water,false,false,,,,,0,0,,,,,0,0,
57MN,NW,SE,14000,4267.2,100,30.5,water,false,false,,,,,0,0,,,,,0,0,
57MT,12,30,1645,501.4,75,22.9,turf,false,false,46.204052,-114.0855484,4045,141,0,0,46.2005501,-114.081459,4085,321,0,0,141.1
57MT,5,23,1495,455.7,75,22.9,turf,false,false,46.2005005,-114.086998,4060,63,0,0,46.2024002,-114.0810013,4070,243,0,0,65.4
57NC,10,28,2265,690.4,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
57ND,12,30,2100,640.1,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
57NE,11,29,2400,731.5,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
57NH,H1,,26,7.9,26,7.9,asphalt,false,false,,,,,0,0,,,,,0,0,
57NJ,H1,,46,14,46,14,concrete,true,false,,,,,0,0,,,,,0,0,
57NM,01,19,2000,609.6,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
57NY,H1,,100,30.5,100,30.5,asphalt,false,false,,,,,0,0,,,,,0,0,
57OI,09,27,1500,457.2,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
57OK,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
57SC,H1,,45,13.7,45,13.7,concrete,true,false,,,,,0,0,,,,,0,0,
57TE,15,33,3600,1097.3,50,15.2,gravel,false,false,,,,,0,0,,,,,0,0,
57TN,H1,,80,24.4,80,24.4,concrete,false,false,,,,,0,0,,,,,0,0,
57VG,H1,,45,13.7,45,13.7,concrete,true,false,,,,,0,0,,,,,0,0,
57VT,H1,,100,30.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
57WI,H1,,47,14.3,47,14.3,asphalt,true,false,,,,,0,0,,,,317,0,0,
57XA,12,30,1092,332.8,75,22.9,turf,false,false,29.85912,-98.11609,957,122,0,0,29.85754,-98.113159,957,302,0,0,121.9
58A,NW,SE,4000,1219.2,1500,457.2,water,false,false,,,,,0,0,,,,,0,0,
58AK,06,24,3578,1090.6,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
58AZ,01,19,3068,935.1,50,15.2,gravel,false,false,,,,,0,0,,,,,0,0,
58C,18,36,2358,718.7,70,21.3,turf,true,false,42.8758011,-89.0756988,842,,0,0,42.8694,-89.0756988,840,326.1,0,0,180
58CA,H1,,600,182.9,210,64,concrete,false,false,,,,,0,0,,,,,0,0,
58CL,08,26,2610,795.5,45,13.7,asphalt,false,false,33.1918984,-116.2809982,,95.8,250,76.2,33.1911011,-116.2710037,,,0,0,95.4
58CL,18,36,1100,335.3,25,7.6,asphalt,false,false,,,,,0,0,,,,,0,0,
58CN,H1,,100,30.5,60,18.3,turf,false,false,,,6650,,0,0,,,,,0,0,
58CO,H1,,200,61,100,30.5,gravel,false,false,,,,,0,0,,,,,0,0,
58FA,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
58FD,09,27,2300,701,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
58FL,H1,,60,18.3,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
58GA,H1,,52,15.8,52,15.8,concrete,true,false,,,,,0,0,,,,,0,0,
58II,18,36,2350,716.3,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
58IL,03,21,2200,670.6,200,61,turf,false,false,,,,,0,0,,,,,0,0,
58IN,09,27,3400,1036.3,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
58IS,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
58J,14,32,3090,941.8,150,45.7,turf,true,false,,,,,0,0,,,,357,0,0,
58KS,18,36,2400,731.5,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
58KY,09,27,1300,396.2,65,19.8,turf,false,false,,,,,0,0,,,,,0,0,
58LA,13,31,2600,792.5,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
58MA,H1,,60,18.3,60,18.3,concrete,true,false,,,,,0,0,,,,,0,0,
58MI,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,11,0,0,
58MN,08,26,2380,725.4,105,32,turf,false,false,,,,,0,0,,,,,0,0,
58MO,H1,,100,30.5,100,30.5,asphalt,false,false,,,,,0,0,,,,,0,0,
58MT,9,27,2687,819,75,22.9,turf,false,false,46.5447235,-111.0752792,5156,99,0,0,46.5436096,-111.0647202,5123,279,0,0,98.7
58MU,1,19,1950,594.4,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
58N,13,31,1955,595.9,40,12.2,asphalt,true,false,,,,,0,0,,,,,0,0,
58NC,09,27,2000,609.6,80,24.4,turf,false,false,,,,,200,61,,,,,0,0,
58NE,H1,,75,22.9,75,22.9,concrete,false,false,,,,,0,0,,,,,0,0,
58NJ,12,30,5000,1524,200,61,water,false,false,,,,,0,0,,,,,0,0,
58NR,18,36,1600,487.7,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
58NY,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
58OH,E,W,1500,457.2,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
58OH,N,S,988,301.1,150,45.7,turf,false,false,,,,,0,0,,,,,0,0,
58OI,H1,,20,6.1,20,6.1,turf,false,false,,,,,0,0,,,,,0,0,
58OK,H1,,20,6.1,20,6.1,asphalt,false,false,,,,,0,0,,,,,0,0,
58OR,07,25,1900,579.1,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
58PN,H1,,36,11,36,11,concrete,false,false,,,,,0,0,,,,,0,0,
58S,11,29,2560,780.3,75,22.9,turf,false,false,,,,,278,84.7,,,,,0,0,
58SC,18,36,1727,526.4,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
58TN,15,33,1417,431.9,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
58TS,H1,,100,30.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
58TT,H1,,100,30.5,100,30.5,concrete,false,false,,,,,0,0,,,,,0,0,
58TX,02,20,2675,815.3,80,24.4,turf,true,false,,,,,0,0,,,,,0,0,
58VA,18,36,2490,759,50,15.2,turf,false,false,,,,,500,152.4,,,,,200,61,
58WA,07,25,2600,792.5,28,8.5,asphalt,false,false,,,,,0,0,,,,,0,0,
58WT,H1,,50,15.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
58XS,06,24,3410,1039.4,50,15.2,dirt(caliche),false,false,,,,,0,0,,,,,0,0,
58XS,18,36,2870,874.8,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
59AK,06,24,1500,457.2,75,22.9,gravel,false,false,,,,,0,0,,,,,0,0,
59AR,9,27,2200,670.6,75,22.9,grs,false,false,35.88224,-90.616219,260,93,0,0,35.881927,-90.608795,271,273,0,0,93
59AS,09,27,1350,411.5,50,15.2,turf,false,false,,,,,0,0,,,,337.3,0,0,
59AZ,02,20,1500,457.2,25,7.6,gravel,false,false,,,,,0,0,,,,,20,6.1,
59B,13,31,3601,1097.6,75,22.9,asphalt,true,false,45.6341019,-70.254097,1178,,0,0,45.6314011,-70.2434998,1175,,0,0,110
59CN,16,34,2500,762,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
59FA,9W,27W,2340,713.2,100,30.5,water,true,false,,,29,,0,0,,,29,,0,0,
59FD,10,28,5596,1705.7,50,15.2,asphalt,false,false,26.3216991,-80.9961014,,100,0,0,26.3188992,-80.9794006,,,0,0,100.6
59FL,H1,,71,21.6,71,21.6,concrete,false,false,,,,,0,0,,,,,0,0,
59GA,H1,,60,18.3,60,18.3,concrete,false,false,,,,,0,0,,,,,0,0,
59ID,13U,31U,633,192.9,35,10.7,turf,false,false,,,,,0,0,,,,,0,0,
59II,05,23,1700,518.2,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
59II,09,27,1300,396.2,100,30.5,turf,false,false,,,,,250,76.2,,,,,0,0,
59II,09W,27W,800,243.8,40,12.2,water,false,false,,,,,0,0,,,,,200,61,
59IL,09,27,2200,670.6,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
59IS,H1,,40,12.2,40,12.2,concrete,true,false,,,,,0,0,,,,,0,0,
59KY,03,21,2750,838.2,110,33.5,turf,false,false,,,,,0,0,,,,,0,0,
59L,H1,,50,15.2,50,15.2,concrete,false,false,,,360,,0,0,,,,,0,0,
59LA,H1,,30,9.1,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
59M,04,22,2400,731.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
59M,09,27,3300,1005.8,100,30.5,turf,false,false,,,,,0,0,,,,,1200,365.8,
59MI,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
59MN,E,W,2550,777.2,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
59MO,H1,,75,22.9,62,18.9,asphalt,false,false,,,,,0,0,,,,,0,0,
59NC,06,24,2200,670.6,170,51.8,turf,false,false,,,,,0,0,,,,,0,0,
59NH,H1,,33,10.1,33,10.1,turf,false,false,,,,,0,0,,,,,0,0,
59NJ,H1,,250,76.2,250,76.2,turf,false,false,,,,,0,0,,,,,0,0,
59NY,09,27,2000,609.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
59OH,08,26,1900,579.1,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
59OI,H1,,100,30.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
59OK,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
59OR,H1,,60,18.3,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
59TA,H1,,100,30.5,60,18.3,concrete,true,false,,,,,0,0,,,,,0,0,
59TS,12,30,3000,914.4,60,18.3,dirt,false,false,,,,,0,0,,,,,0,0,
59TX,01,19,3000,914.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
59VA,H1,,15,4.6,15,4.6,gravel,false,false,,,,,0,0,,,,,0,0,
59WA,11,29,1400,426.7,90,27.4,turf,false,false,,,,,0,0,,,,,0,0,
59WI,06,24,2000,609.6,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
59XA,H1,,15,4.6,15,4.6,concrete,false,false,,,,,0,0,,,,,0,0,
59XS,H1,,80,24.4,80,24.4,concrete,false,false,,,,,0,0,,,,,0,0,
5A2,09,27,2833,863.5,130,39.6,turf,true,false,32.5606003,-83.6812973,,,0,0,32.5606995,-83.6720963,,,300,91.4,89.3
5A8,15,33,2030,618.7,60,18.3,gravel,false,false,,,,,0,0,,,,,0,0,
5AK,NE,SW,2200,670.6,600,182.9,water,false,false,,,,,0,0,,,,,0,0,
5AK0,17,35,4500,1371.6,100,30.5,gravel,false,false,,,,,0,0,,,,,0,0,
5AK1,H1,,40,12.2,40,12.2,gravel,true,false,,,,,0,0,,,,,0,0,
5AK2,06,24,1800,548.6,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
5AK3,15,33,2550,777.2,45,13.7,gravel,false,false,,,,,0,0,,,,,0,0,
5AK5,07,25,1500,457.2,60,18.3,gravel,false,false,,,,,0,0,,,,,0,0,
5AK6,16,34,1600,487.7,20,6.1,asphalt,false,false,,,,,0,0,,,,,0,0,
5AK8,03,21,1000,304.8,22,6.7,asphalt,false,false,,,,,0,0,,,,,0,0,
5AK9,06,24,1000,304.8,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
5AL,16W,34W,4395,1339.6,200,61,water,false,false,,,,,0,0,,,,,0,0,
5AL1,17,35,3000,914.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5AL2,H1,,50,15.2,30,9.1,concrete,false,false,,,,,0,0,,,,,0,0,
5AL3,17,35,2500,762,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5AL5,18,36,3000,914.4,50,15.2,asphalt,true,false,34.6952019,-87.6528015,,180,0,0,34.6870003,-87.6528015,,,0,0,180
5AL6,H1,,30,9.1,30,9.1,concrete,true,false,,,,,0,0,,,,,0,0,
5AL7,18,36,1800,548.6,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
5AL8,13,31,2300,701,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
5AN5,18,36,1800,548.6,50,15.2,gvl,false,false,,,,,0,0,,,,,0,0,
5AR1,15,33,3200,975.4,85,25.9,asphalt,false,false,33.7164001,-91.4633026,,154.6,0,0,33.7085991,-91.4589005,,,0,0,154.9
5AR2,N,S,2600,792.5,60,18.3,trtd,false,false,,,,,0,0,,,,,0,0,
5AR5,H1,,60,18.3,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
5AR6,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
5AR7,18,36,2600,792.5,44,13.4,asphalt,false,false,,,,,0,0,,,,,0,0,
5AR9,H1,,50,15.2,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
5AZ0,H1,,30,9.1,30,9.1,concrete,true,false,,,,,0,0,,,,,0,0,
5AZ2,H1,,12,3.7,12,3.7,concrete,true,false,,,,,0,0,,,,166.6,0,0,
5AZ3,08,26,5124,1561.8,80,24.4,asphalt,true,false,33.2127991,-111.625,,92.5,900,274.3,33.2122002,-111.6090012,,224,0,0,92.6
5AZ4,H1,,50,15.2,50,15.2,concrete,true,false,,,,,0,0,,,,268,0,0,
5AZ5,H1,,90,27.4,90,27.4,asphalt,false,false,,,,,0,0,,,,229,0,0,
5AZ6,06,24,2700,823,65,19.8,dirt,false,false,,,,,0,0,,,,,0,0,
5AZ7,16,34,2100,640.1,100,30.5,asphalt,false,false,,,,,0,0,,,,,0,0,
5AZ8,H1,,80,24.4,80,24.4,concrete,false,false,,,,,0,0,,,,,0,0,
5AZ9,17,35,3000,914.4,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
5B1,14,32,2650,807.7,120,36.6,turf,false,false,,,,,0,0,,,,,0,0,
5B4,08,26,2900,883.9,200,61,turf,true,false,48.8095016,-102.2539978,1955,,0,0,48.8100014,-102.2419968,1950,276,460,140.2,86.4
5B6,07,25,2298,700.4,40,12.2,asphalt,true,false,41.5835991,-70.543602,38,,0,0,41.5875015,-70.5371017,41,288,0,0,51.2
5B7,18,36,2670,813.8,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
5B9,01,19,2511,765.4,58,17.7,asphalt,true,false,44.0768013,-72.007103,582,352,185,56.4,44.0835991,-72.0084,546,172,0,0,352.2
5BK,14,32,2250,685.8,40,12.2,gravel,false,false,,,,,0,0,,,,,0,0,
5BL,NE,SW,3000,914.4,600,182.9,water,false,false,,,,,0,0,,,,,0,0,
5C5,13,31,8000,2438.4,350,106.7,water,false,false,,,,,0,0,,,,,0,0,
5CA0,H1,,64,19.5,56,17.1,concrete,true,false,,,,,0,0,,,,,0,0,
5CA1,H1,,90,27.4,90,27.4,asphalt,false,false,,,,,0,0,,,,,0,0,
5CA2,H1,,65,19.8,65,19.8,concrete,false,false,,,,,0,0,,,,,0,0,
5CA3,H1,,72,21.9,72,21.9,concrete,false,false,,,,,0,0,,,,,0,0,
5CA4,08,26,2604,793.7,60,18.3,asphalt,false,false,,,,,0,0,,,,,0,0,
5CA7,16,34,3000,914.4,40,12.2,asphalt,true,false,36.3400002,-120.2470016,,175.3,0,0,36.3319016,-120.2470016,,217,0,0,180
5CA8,07,25,1481,451.4,40,12.2,dirt,false,false,,,,,0,0,,,,,0,0,
5CA9,12,30,3000,914.4,500,152.4,water,false,false,,,,,0,0,,,,,0,0,
5CD,01,19,2529,770.8,70,21.3,gravel,false,false,,,,,0,0,,,,,0,0,
5CL0,09,27,2800,853.4,50,15.2,asphalt,false,false,,,,,0,0,,,,,0,0,
5CL1,07,25,1800,548.6,24,7.3,gravel,false,false,,,,,0,0,,,,,0,0,
5CL2,H1,,50,15.2,84,25.6,concrete,false,false,,,,,0,0,,,,,0,0,
5CL3,11,29,1800,548.6,125,38.1,dirt,false,false,,,,,0,0,,,,,0,0,
5CL4,H1,,74,22.6,74,22.6,concrete,true,false,,,,,0,0,,,,338,378,115.2,
5CL5,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
5CL6,H1,,70,21.3,70,21.3,concrete,true,false,,,,,0,0,,,,307,0,0,
5CL7,11,29,2200,670.6,30,9.1,asphalt,false,false,,,,,0,0,,,,,0,0,
5CL8,16,34,2000,609.6,100,30.5,trtd,false,false,35.1804008,-118.9280014,,174,0,0,35.1730003,-118.927002,,354,0,0,173.7
5CL9,15,33,2000,609.6,50,15.2,dirt,false,false,,,,,0,0,,,,,0,0,
5CO0,04,22,2880,877.8,40,12.2,asphalt,true,false,,,,,0,0,,,,221.8,0,0,
5CO0,10,28,2485,757.4,30,9.1,dirt,false,false,,,,,0,0,,,,,0,0,
5CO1,02,20,3000,914.4,110,33.5,turf,false,false,,,,,0,0,,,,,0,0,
5CO2,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
5CO3,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
5CO4,08,26,3000,914.4,45,13.7,dirt,false,false,,,,,0,0,,,,,0,0,
5CO5,H1,,15,4.6,15,4.6,concrete,false,false,,,,,0,0,,,,,0,0,
5CO8,08,26,2300,701,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
5CO9,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,194,0,0,
5CT0,13,31,1800,548.6,40,12.2,gravel,false,false,,,,,0,0,,,,,0,0,
5CT1,H1,,150,45.7,150,45.7,asphalt,false,false,,,,,0,0,,,,313,0,0,
5CT3,H1,,20,6.1,20,6.1,asphalt,false,false,,,,,0,0,,,,346,0,0,
5CT4,H1,,90,27.4,75,22.9,asphalt,false,false,,,,,0,0,,,,179,0,0,
5CT5,01,19,1600,487.7,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5CT6,03,21,1100,335.3,45,13.7,turf,false,false,,,,,0,0,,,,,0,0,
5CT7,02,20,1800,548.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5D1,H1,,120,36.6,75,22.9,asphalt,false,false,,,,,0,0,,,,,0,0,
5D2,17,35,3300,1005.8,100,30.5,turf,true,false,,,,,0,0,,,,188,0,0,
5D5,09,27,3663,1116.5,120,36.6,turf,true,false,45.1647987,-85.588501,628,,266,81.1,45.1650009,-85.5743027,628,234,0,0,88.8
5D5,16,34,2670,813.8,150,45.7,turf,false,false,45.1716995,-85.5787964,628,,800,243.8,45.1649017,-85.5751038,628,284,269,82,159
5D6,09,27,2530,771.1,75,22.9,turf,false,false,40.6486015,-81.0737991,1280,,0,0,40.6486015,-81.0646973,1280,,0,0,90
5D7,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
5D9,18,36,2630,801.6,80,24.4,turf,false,false,41.2276001,-82.9576034,805,,275,83.8,41.2202988,-82.9577026,805,184,0,0,180.6
5DC3,H1,,55,16.8,55,16.8,rooftop,true,false,,,,,0,0,,,,,0,0,
5E9,09,27,3470,1057.7,90,27.4,turf,false,false,,,,,120,36.6,,,,227,0,0,
5F5,18,36,3000,914.4,40,12.2,asphalt,true,false,32.3487015,-93.7998962,,184,430,131.1,32.3404999,-93.7998962,,227,850,259.1,180
5F8,08,26,2900,883.9,50,15.2,turf,false,false,32.7910004,-93.9611969,,,0,0,32.7919006,-93.9517975,,,0,0,83.5
5FA0,H1,,45,13.7,45,13.7,concrete,false,false,,,,,0,0,,,,,0,0,
5FA1,09,27,2400,731.5,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5FA2,H1,,42,12.8,42,12.8,concrete,false,false,,,,,0,0,,,,,0,0,
5FA6,H1,,66,20.1,66,20.1,concrete,true,false,,,,,0,0,,,,,0,0,
5FD0,04,22,2800,853.4,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
5FD1,04,22,3100,944.9,80,24.4,turf,false,false,,,,,600,182.9,,,,,0,0,
5FD2,H1,,120,36.6,75,22.9,asphalt,false,false,,,,,0,0,,,,270,0,0,
5FD4,H1,,55,16.8,55,16.8,concrete,false,false,,,,,0,0,,,,,0,0,
5FD6,H1,,50,15.2,50,15.2,concrete,false,false,,,,,0,0,,,,,0,0,
5FD7,09,27,2500,762,15,4.6,asphalt,false,false,,,,,0,0,,,,,0,0,
5FD8,H1,,118,36,118,36,turf,false,false,,,,,0,0,,,,226,0,0,
5FD9,H1,,54,16.5,54,16.5,concrete,false,false,,,,,0,0,,,,,0,0,
5FL0,18,36,1534,467.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5FL1,01,19,3000,914.4,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
5FL2,H1,,80,24.4,80,24.4,concrete,false,false,,,,,0,0,,,,,0,0,
5FL3,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
5FL4,09,27,2650,807.7,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5FL5,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
5FL7,04,22,2600,792.5,100,30.5,turf,true,false,28.9757004,-82.3669968,,,400,121.9,28.9810009,-82.3615036,,203,197,60,42.2
5FL8,18,36,2850,868.7,350,106.7,turf,false,false,,,,,300,91.4,,,,252,760,231.6,
5G0,10,28,3854,1174.7,60,18.3,asphalt,true,false,42.9814987,-77.9423981,780,93,0,0,42.9812012,-77.9326019,770,273,0,0,92.4
5G2,14,32,4490,1368.6,50,15.2,asphalt,false,false,,,,,524,159.7,,,,337,0,0,
5G3,SE,NW,15000,4572,1000,304.8,water,false,false,,,,,0,0,,,,,0,0,
5G4,18,36,2308,703.5,70,21.3,turf,false,false,,,,,0,0,,,,,0,0,
5G8,02,20,2605,794,50,15.2,asphalt,true,false,,,,,0,0,,,,265,0,0,
5GA0,01,19,1800,548.6,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
5GA2,09,27,3000,914.4,100,30.5,turf,false,false,,,,,600,182.9,,,,325,0,0,
5GA3,13,31,2500,762,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5GA3,18,36,3500,1066.8,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5GA4,18,36,2000,609.6,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5GA5,18,36,2800,853.4,100,30.5,dirt,false,false,,,,,0,0,,,,,0,0,
5GA6,09,27,2900,883.9,80,24.4,turf,false,false,,,,,0,0,,,,,0,0,
5GA7,08,26,2500,762,50,15.2,turf,false,false,,,,,0,0,,,,,0,0,
5GE1,18,36,2700,823,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5H3,02,20,2130,649.2,150,45.7,turf,false,false,44.7692986,-96.6493988,1790,,0,0,44.7747993,-96.6464996,1793,,0,0,20.5
5H3,13,31,3000,914.4,150,45.7,turf,true,false,44.7748985,-96.6501007,1798,,0,0,44.7686996,-96.642601,1792,244,0,0,139.3
5HO,16,34,2000,609.6,90,27.4,gravel,false,false,,,,,0,0,,,,,0,0,
5I2,09,27,2143,653.2,93,28.3,turf,true,false,40.5402985,-86.5524979,710,,0,0,40.5402985,-86.5447006,710,217,0,0,90
5I6,18,36,2720,829.1,75,22.9,turf,false,false,40.5906982,-86.256897,770,,200,61,40.5840988,-86.256897,780,179,200,61,180
5IA0,H1,,75,22.9,75,22.9,concrete,false,false,,,,,0,0,,,,,0,0,
5IA2,H1,,60,18.3,60,18.3,concrete,false,false,,,,,0,0,,,,,0,0,
5IA5,E,W,2600,792.5,82,25,turf,false,false,,,,,0,0,,,,,0,0,
5IA8,H1,,40,12.2,40,12.2,concrete,false,false,,,,,0,0,,,,,0,0,
5ID5,H1,,40,12.2,40,12.2,asphalt,false,false,,,,,0,0,,,,,0,0,
5IG9,1,19,2596,791.3,75,22.9,turf,false,false,,,,,0,0,,,,,0,0,
5II1,18,36,2800,853.4,100,30.5,turf,false,false,,,,,0,0,,,,,0,0,
5II2,N,S,2500,762,60,18.3,turf,false,false,,,,,0,0,,,,,0,0,
5II3,H1,,21,6.4,18,5.5,concrete,false,false,,,,,0,0,,,,,0,0,
5II4,H1,,40,12.2,25,7.6,concrete,false,false,,,,,0,0,,,,,0,0,
